x1,x2,val
-6.240000,2.613333,0.054948
-6.240000,2.616667,0.053357
-6.240000,2.620000,0.051906
-6.240000,2.623333,0.050752
-6.240000,2.626667,0.049762
-6.240000,2.630000,0.049004
-6.240000,2.633333,0.048467
-6.240000,2.636667,0.048182
-6.240000,2.640000,0.048142
-6.240000,2.643333,0.048348
-6.240000,2.646667,0.048793
-6.240000,2.650000,0.049476
-6.240000,2.653333,0.050373
-6.240000,2.656667,0.051485
-6.240000,2.660000,0.052804
-6.240000,2.663333,0.054302
-6.240000,2.666667,0.055964
-6.240000,2.670000,0.057781
-6.240000,2.673333,0.059741
-6.240000,2.676667,0.061823
-6.240000,2.680000,0.071048
-6.240000,2.683333,0.073151
-6.240000,2.686667,0.075358
-6.240000,2.690000,0.077638
-6.240000,2.693333,0.080002
-6.240000,2.696667,0.082446
-6.233333,2.600000,0.055307
-6.233333,2.603333,0.052189
-6.233333,2.606667,0.049033
-6.233333,2.610000,0.050171
-6.233333,2.613333,0.046077
-6.233333,2.616667,0.046669
-6.233333,2.620000,0.045235
-6.233333,2.623333,0.041824
-6.233333,2.626667,0.043075
-6.233333,2.630000,0.042383
-6.233333,2.633333,0.041964
-6.233333,2.636667,0.041838
-6.233333,2.640000,0.041994
-6.233333,2.643333,0.042426
-6.233333,2.646667,0.043135
-6.233333,2.650000,0.044100
-6.233333,2.653333,0.045297
-6.233333,2.656667,0.046727
-6.233333,2.660000,0.048353
-6.233333,2.663333,0.050176
-6.233333,2.666667,0.052139
-6.233333,2.670000,0.054260
-6.233333,2.673333,0.056497
-6.233333,2.676667,0.058855
-6.233333,2.680000,0.067943
-6.233333,2.683333,0.070290
-6.233333,2.686667,0.072711
-6.233333,2.690000,0.075206
-6.233333,2.693333,0.077779
-6.233333,2.696667,0.080409
-6.226667,2.600000,0.048944
-6.226667,2.603333,0.048044
-6.226667,2.606667,0.045740
-6.226667,2.610000,0.043463
-6.226667,2.613333,0.041667
-6.226667,2.616667,0.039945
-6.226667,2.620000,0.038471
-6.226667,2.623333,0.037271
-6.226667,2.626667,0.036376
-6.226667,2.630000,0.035794
-6.226667,2.633333,0.035547
-6.226667,2.636667,0.035631
-6.226667,2.640000,0.036067
-6.226667,2.643333,0.036808
-6.226667,2.646667,0.037859
-6.226667,2.650000,0.039183
-6.226667,2.653333,0.040750
-6.226667,2.656667,0.042554
-6.226667,2.660000,0.044543
-6.226667,2.663333,0.046690
-6.226667,2.666667,0.048994
-6.226667,2.670000,0.051421
-6.226667,2.673333,0.053949
-6.226667,2.676667,0.062972
-6.226667,2.680000,0.065476
-6.226667,2.683333,0.068044
-6.226667,2.686667,0.070687
-6.226667,2.690000,0.073395
-6.226667,2.693333,0.076156
-6.226667,2.696667,0.078963
-6.220000,2.600000,0.044388
-6.220000,2.603333,0.040717
-6.220000,2.606667,0.039316
-6.220000,2.610000,0.037046
-6.220000,2.613333,0.034270
-6.220000,2.616667,0.033186
-6.220000,2.620000,0.031673
-6.220000,2.623333,0.030499
-6.220000,2.626667,0.029690
-6.220000,2.630000,0.028946
-6.220000,2.633333,0.029281
-6.220000,2.636667,0.029690
-6.220000,2.640000,0.030503
-6.220000,2.643333,0.031658
-6.220000,2.646667,0.033156
-6.220000,2.650000,0.034926
-6.220000,2.653333,0.036930
-6.220000,2.656667,0.039135
-6.220000,2.660000,0.041509
-6.220000,2.663333,0.044030
-6.220000,2.666667,0.046666
-6.220000,2.670000,0.049395
-6.220000,2.673333,0.058300
-6.220000,2.676667,0.060964
-6.220000,2.680000,0.063693
-6.220000,2.683333,0.066501
-6.220000,2.686667,0.069340
-6.220000,2.690000,0.072237
-6.220000,2.693333,0.075177
-6.220000,2.696667,0.078150
-6.213333,2.600000,0.038359
-6.213333,2.603333,0.035622
-6.213333,2.606667,0.032980
-6.213333,2.610000,0.030530
-6.213333,2.613333,0.028317
-6.213333,2.616667,0.026398
-6.213333,2.620000,0.024837
-6.213333,2.623333,0.023706
-6.213333,2.626667,0.021981
-6.213333,2.630000,0.022918
-6.213333,2.633333,0.023330
-6.213333,2.636667,0.024228
-6.213333,2.640000,0.025572
-6.213333,2.643333,0.027291
-6.213333,2.646667,0.029321
-6.213333,2.650000,0.031615
-6.213333,2.653333,0.034090
-6.213333,2.656667,0.036736
-6.213333,2.660000,0.039494
-6.213333,2.663333,0.042355
-6.213333,2.666667,0.045295
-6.213333,2.670000,0.054005
-6.213333,2.673333,0.056844
-6.213333,2.676667,0.059743
-6.213333,2.680000,0.062689
-6.213333,2.683333,0.065686
-6.213333,2.686667,0.068713
-6.213333,2.690000,0.071775
-6.213333,2.693333,0.074868
-6.213333,2.696667,0.077982
-6.206667,2.600000,0.032729
-6.206667,2.603333,0.029707
-6.206667,2.606667,0.026827
-6.206667,2.610000,0.024137
-6.206667,2.613333,0.021701
-6.206667,2.616667,0.019608
-6.206667,2.620000,0.017726
-6.206667,2.623333,0.015256
-6.206667,2.626667,0.016578
-6.206667,2.630000,0.016969
-6.206667,2.633333,0.018035
-6.206667,2.636667,0.019666
-6.206667,2.640000,0.021736
-6.206667,2.643333,0.024139
-6.206667,2.646667,0.026766
-6.206667,2.650000,0.029579
-6.206667,2.653333,0.032512
-6.206667,2.656667,0.035543
-6.206667,2.660000,0.038634
-6.206667,2.663333,0.041789
-6.206667,2.666667,0.044981
-6.206667,2.670000,0.053201
-6.206667,2.673333,0.056257
-6.206667,2.676667,0.059357
-6.206667,2.680000,0.062487
-6.206667,2.683333,0.065639
-6.206667,2.686667,0.068824
-6.206667,2.690000,0.072022
-6.206667,2.693333,0.075240
-6.206667,2.696667,0.078469
-6.200000,2.600000,0.027511
-6.200000,2.603333,0.024232
-6.200000,2.606667,0.021057
-6.200000,2.610000,0.018038
-6.200000,2.613333,0.015256
-6.200000,2.616667,0.012345
-6.200000,2.620000,0.009320
-6.200000,2.623333,0.010266
-6.200000,2.626667,0.010624
-6.200000,2.630000,0.012022
-6.200000,2.633333,0.014185
-6.200000,2.636667,0.016794
-6.200000,2.640000,0.019674
-6.200000,2.643333,0.022721
-6.200000,2.646667,0.025880
-6.200000,2.650000,0.029111
-6.200000,2.653333,0.032381
-6.200000,2.656667,0.035691
-6.200000,2.660000,0.039030
-6.200000,2.663333,0.042379
-6.200000,2.666667,0.050137
-6.200000,2.670000,0.053343
-6.200000,2.673333,0.056581
-6.200000,2.676667,0.059831
-6.200000,2.680000,0.063095
-6.200000,2.683333,0.066377
-6.200000,2.686667,0.069672
-6.200000,2.690000,0.072971
-6.200000,2.693333,0.076286
-6.200000,2.696667,0.079605
-6.193333,2.600000,0.023125
-6.193333,2.603333,0.019613
-6.193333,2.606667,0.016134
-6.193333,2.610000,0.012782
-6.193333,2.613333,0.009756
-6.193333,2.616667,0.006911
-6.193333,2.620000,0.004180
-6.193333,2.623333,0.004404
-6.193333,2.626667,0.006789
-6.193333,2.630000,0.008540
-6.193333,2.633333,0.013159
-6.193333,2.636667,0.016539
-6.193333,2.640000,0.019957
-6.193333,2.643333,0.023383
-6.193333,2.646667,0.026834
-6.193333,2.650000,0.030280
-6.193333,2.653333,0.033733
-6.193333,2.656667,0.037187
-6.193333,2.660000,0.040643
-6.193333,2.663333,0.047760
-6.193333,2.666667,0.051092
-6.193333,2.670000,0.054433
-6.193333,2.673333,0.057781
-6.193333,2.676667,0.061139
-6.193333,2.680000,0.064496
-6.193333,2.683333,0.067863
-6.193333,2.686667,0.071231
-6.193333,2.690000,0.074603
-6.193333,2.693333,0.077977
-6.193333,2.696667,0.081357
-6.186667,2.600000,0.020161
-6.186667,2.603333,0.016614
-6.186667,2.606667,0.013921
-6.186667,2.610000,0.011980
-6.186667,2.613333,0.010789
-6.186667,2.616667,0.003308
-6.186667,2.620000,0.002774
-6.186667,2.623333,0.005413
-6.186667,2.626667,0.014261
-6.186667,2.630000,0.012112
-6.186667,2.633333,0.015566
-6.186667,2.636667,0.019034
-6.186667,2.640000,0.022508
-6.186667,2.643333,0.025982
-6.186667,2.646667,0.029460
-6.186667,2.650000,0.032936
-6.186667,2.653333,0.036410
-6.186667,2.656667,0.039881
-6.186667,2.660000,0.046189
-6.186667,2.663333,0.049596
-6.186667,2.666667,0.053004
-6.186667,2.670000,0.056413
-6.186667,2.673333,0.059822
-6.186667,2.676667,0.063234
-6.186667,2.680000,0.066644
-6.186667,2.683333,0.070053
-6.186667,2.686667,0.073462
-6.186667,2.690000,0.076869
-6.186667,2.693333,0.080279
-6.186667,2.696667,0.083686
-6.180000,2.600000,0.019608
-6.180000,2.603333,0.018169
-6.180000,2.606667,0.017304
-6.180000,2.610000,0.017173
-6.180000,2.613333,0.009282
-6.180000,2.616667,0.008820
-6.180000,2.620000,0.020670
-6.180000,2.623333,0.020232
-6.180000,2.626667,0.020546
-6.180000,2.630000,0.017127
-6.180000,2.633333,0.020220
-6.180000,2.636667,0.023426
-6.180000,2.640000,0.026703
-6.180000,2.643333,0.030026
-6.180000,2.646667,0.033383
-6.180000,2.650000,0.036757
-6.180000,2.653333,0.040151
-6.180000,2.656667,0.045495
-6.180000,2.660000,0.048925
-6.180000,2.663333,0.052350
-6.180000,2.666667,0.055777
-6.180000,2.670000,0.059201
-6.180000,2.673333,0.062624
-6.180000,2.676667,0.066048
-6.180000,2.680000,0.069467
-6.180000,2.683333,0.072883
-6.180000,2.686667,0.076303
-6.180000,2.690000,0.079721
-6.180000,2.693333,0.083135
-6.180000,2.696667,0.088338
-6.173333,2.600000,0.023938
-6.173333,2.603333,0.023760
-6.173333,2.606667,0.024181
-6.173333,2.610000,0.015590
-6.173333,2.613333,0.015165
-6.173333,2.616667,0.026801
-6.173333,2.620000,0.026307
-6.173333,2.623333,0.026403
-6.173333,2.626667,0.020658
-6.173333,2.630000,0.023194
-6.173333,2.633333,0.025954
-6.173333,2.636667,0.028873
-6.173333,2.640000,0.031908
-6.173333,2.643333,0.035026
-6.173333,2.646667,0.038206
-6.173333,2.650000,0.041433
-6.173333,2.653333,0.044697
-6.173333,2.656667,0.049112
-6.173333,2.660000,0.052501
-6.173333,2.663333,0.055893
-6.173333,2.666667,0.059288
-6.173333,2.670000,0.062687
-6.173333,2.673333,0.066086
-6.173333,2.676667,0.069487
-6.173333,2.680000,0.072887
-6.173333,2.683333,0.076290
-6.173333,2.686667,0.079694
-6.173333,2.690000,0.083094
-6.173333,2.693333,0.086499
-6.173333,2.696667,0.091359
-6.166667,2.600000,0.030673
-6.166667,2.603333,0.031406
-6.166667,2.606667,0.021953
-6.166667,2.610000,0.033954
-6.166667,2.613333,0.032942
-6.166667,2.616667,0.032428
-6.166667,2.620000,0.032381
-6.166667,2.623333,0.025354
-6.166667,2.626667,0.027383
-6.166667,2.630000,0.029685
-6.166667,2.633333,0.032202
-6.166667,2.636667,0.034893
-6.166667,2.640000,0.037713
-6.166667,2.643333,0.040636
-6.166667,2.646667,0.043641
-6.166667,2.650000,0.046710
-6.166667,2.653333,0.050149
-6.166667,2.656667,0.053448
-6.166667,2.660000,0.056760
-6.166667,2.663333,0.060086
-6.166667,2.666667,0.063421
-6.166667,2.670000,0.066764
-6.166667,2.673333,0.070114
-6.166667,2.676667,0.073470
-6.166667,2.680000,0.076831
-6.166667,2.683333,0.080195
-6.166667,2.686667,0.083564
-6.166667,2.690000,0.086935
-6.166667,2.693333,0.091453
-6.166667,2.696667,0.094837
-6.160000,2.600000,0.038796
-6.160000,2.603333,0.028332
-6.160000,2.606667,0.040048
-6.160000,2.610000,0.039115
-6.160000,2.613333,0.038582
-6.160000,2.616667,0.038441
-6.160000,2.620000,0.030685
-6.160000,2.623333,0.032309
-6.160000,2.626667,0.034227
-6.160000,2.630000,0.036379
-6.160000,2.633333,0.038729
-6.160000,2.636667,0.041241
-6.160000,2.640000,0.043886
-6.160000,2.643333,0.046642
-6.160000,2.646667,0.049490
-6.160000,2.650000,0.051985
-6.160000,2.653333,0.055151
-6.160000,2.656667,0.058345
-6.160000,2.660000,0.061564
-6.160000,2.663333,0.064804
-6.160000,2.666667,0.068061
-6.160000,2.670000,0.071333
-6.160000,2.673333,0.074618
-6.160000,2.676667,0.077914
-6.160000,2.680000,0.081219
-6.160000,2.683333,0.084533
-6.160000,2.686667,0.087854
-6.160000,2.690000,0.092013
-6.160000,2.693333,0.095366
-6.160000,2.696667,0.098724
-6.153333,2.600000,0.047443
-6.153333,2.603333,0.046191
-6.153333,2.606667,0.045293
-6.153333,2.610000,0.044755
-6.153333,2.613333,0.044564
-6.153333,2.616667,0.036371
-6.153333,2.620000,0.037705
-6.153333,2.623333,0.039300
-6.153333,2.626667,0.041142
-6.153333,2.630000,0.043190
-6.153333,2.633333,0.045415
-6.153333,2.636667,0.047792
-6.153333,2.640000,0.050298
-6.153333,2.643333,0.052915
-6.153333,2.646667,0.054540
-6.153333,2.650000,0.057543
-6.153333,2.653333,0.060591
-6.153333,2.656667,0.063677
-6.153333,2.660000,0.066796
-6.153333,2.663333,0.069943
-6.153333,2.666667,0.073114
-6.153333,2.670000,0.076307
-6.153333,2.673333,0.079518
-6.153333,2.676667,0.082745
-6.153333,2.680000,0.085987
-6.153333,2.683333,0.089242
-6.153333,2.686667,0.093030
-6.153333,2.690000,0.096340
-6.153333,2.693333,0.099655
-6.153333,2.696667,0.102975
-6.146667,2.600000,0.052347
-6.146667,2.603333,0.051493
-6.146667,2.606667,0.050952
-6.146667,2.610000,0.050713
-6.146667,2.613333,0.042271
-6.146667,2.616667,0.043378
-6.146667,2.620000,0.044730
-6.146667,2.623333,0.046315
-6.146667,2.626667,0.048106
-6.146667,2.630000,0.050073
-6.146667,2.633333,0.052202
-6.146667,2.636667,0.054475
-6.146667,2.640000,0.056868
-6.146667,2.643333,0.059373
-6.146667,2.646667,0.060543
-6.146667,2.650000,0.063428
-6.146667,2.653333,0.066364
-6.146667,2.656667,0.069344
-6.146667,2.660000,0.072363
-6.146667,2.663333,0.075418
-6.146667,2.666667,0.078502
-6.146667,2.670000,0.081612
-6.146667,2.673333,0.084746
-6.146667,2.676667,0.087901
-6.146667,2.680000,0.091075
-6.146667,2.683333,0.094265
-6.146667,2.686667,0.097741
-6.146667,2.690000,0.101001
-6.146667,2.693333,0.104271
-6.146667,2.696667,0.107547
-6.140000,2.600000,0.057694
-6.140000,2.603333,0.057167
-6.140000,2.606667,0.056903
-6.140000,2.610000,0.056899
-6.140000,2.613333,0.049241
-6.140000,2.616667,0.050397
-6.140000,2.620000,0.051774
-6.140000,2.623333,0.053346
-6.140000,2.626667,0.055097
-6.140000,2.630000,0.057005
-6.140000,2.633333,0.059064
-6.140000,2.636667,0.061252
-6.140000,2.640000,0.063552
-6.140000,2.643333,0.064068
-6.140000,2.646667,0.066780
-6.140000,2.650000,0.069557
-6.140000,2.653333,0.072389
-6.140000,2.656667,0.075271
-6.140000,2.660000,0.078197
-6.140000,2.663333,0.081161
-6.140000,2.666667,0.084160
-6.140000,2.670000,0.087189
-6.140000,2.673333,0.090247
-6.140000,2.676667,0.093329
-6.140000,2.680000,0.096433
-6.140000,2.683333,0.099554
-6.140000,2.686667,0.102749
-6.140000,2.690000,0.105955
-6.140000,2.693333,0.109174
-6.140000,2.696667,0.112402
-6.133333,2.600000,0.063391
-6.133333,2.603333,0.063104
-6.133333,2.606667,0.063066
-6.133333,2.610000,0.055228
-6.133333,2.613333,0.056234
-6.133333,2.616667,0.057439
-6.133333,2.620000,0.058829
-6.133333,2.623333,0.060389
-6.133333,2.626667,0.062110
-6.133333,2.630000,0.063978
-6.133333,2.633333,0.065975
-6.133333,2.636667,0.068096
-6.133333,2.640000,0.068033
-6.133333,2.643333,0.070576
-6.133333,2.646667,0.073194
-6.133333,2.650000,0.075876
-6.133333,2.653333,0.078613
-6.133333,2.656667,0.081404
-6.133333,2.660000,0.084243
-6.133333,2.663333,0.087122
-6.133333,2.666667,0.090040
-6.133333,2.670000,0.092991
-6.133333,2.673333,0.095974
-6.133333,2.676667,0.098984
-6.133333,2.680000,0.101756
-6.133333,2.683333,0.104876
-6.133333,2.686667,0.108011
-6.133333,2.690000,0.111162
-6.133333,2.693333,0.114327
-6.133333,2.696667,0.117505
-6.126667,2.600000,0.069324
-6.126667,2.603333,0.069244
-6.126667,2.606667,0.061314
-6.126667,2.610000,0.062191
-6.126667,2.613333,0.063257
-6.126667,2.616667,0.064489
-6.126667,2.620000,0.065891
-6.126667,2.623333,0.067451
-6.126667,2.626667,0.069147
-6.126667,2.630000,0.070975
-6.126667,2.633333,0.072926
-6.126667,2.636667,0.072368
-6.126667,2.640000,0.074748
-6.126667,2.643333,0.077207
-6.126667,2.646667,0.079740
-6.126667,2.650000,0.082334
-6.126667,2.653333,0.084991
-6.126667,2.656667,0.087700
-6.126667,2.660000,0.090458
-6.126667,2.663333,0.093258
-6.126667,2.666667,0.096100
-6.126667,2.670000,0.098978
-6.126667,2.673333,0.101889
-6.126667,2.676667,0.104831
-6.126667,2.680000,0.107360
-6.126667,2.683333,0.110417
-6.126667,2.686667,0.113494
-6.126667,2.690000,0.116589
-6.126667,2.693333,0.119699
-6.126667,2.696667,0.122825
-6.120000,2.600000,0.075450
-6.120000,2.603333,0.067474
-6.120000,2.606667,0.068236
-6.120000,2.610000,0.069185
-6.120000,2.613333,0.070292
-6.120000,2.616667,0.071555
-6.120000,2.620000,0.072965
-6.120000,2.623333,0.074515
-6.120000,2.626667,0.076198
-6.120000,2.630000,0.077999
-6.120000,2.633333,0.079912
-6.120000,2.636667,0.079238
-6.120000,2.640000,0.081546
-6.120000,2.643333,0.083932
-6.120000,2.646667,0.086390
-6.120000,2.650000,0.088912
-6.120000,2.653333,0.091492
-6.120000,2.656667,0.094126
-6.120000,2.660000,0.096810
-6.120000,2.663333,0.099541
-6.120000,2.666667,0.102311
-6.120000,2.670000,0.105119
-6.120000,2.673333,0.107963
-6.120000,2.676667,0.110178
-6.120000,2.680000,0.113151
-6.120000,2.683333,0.116149
-6.120000,2.686667,0.119167
-6.120000,2.690000,0.122206
-6.120000,2.693333,0.125262
-6.120000,2.696667,0.128336
-6.113333,2.600000,0.073674
-6.113333,2.603333,0.074358
-6.113333,2.606667,0.075201
-6.113333,2.610000,0.076196
-6.113333,2.613333,0.077346
-6.113333,2.616667,0.078633
-6.113333,2.620000,0.080049
-6.113333,2.623333,0.081600
-6.113333,2.626667,0.083264
-6.113333,2.630000,0.085041
-6.113333,2.633333,0.083987
-6.113333,2.636667,0.086156
-6.113333,2.640000,0.088407
-6.113333,2.643333,0.090731
-6.113333,2.646667,0.093122
-6.113333,2.650000,0.095578
-6.113333,2.653333,0.098092
-6.113333,2.656667,0.100659
-6.113333,2.660000,0.103277
-6.113333,2.663333,0.105939
-6.113333,2.666667,0.108645
-6.113333,2.670000,0.111390
-6.113333,2.673333,0.113304
-6.113333,2.676667,0.116191
-6.113333,2.680000,0.119105
-6.113333,2.683333,0.122043
-6.113333,2.686667,0.125006
-6.113333,2.690000,0.127989
-6.113333,2.693333,0.130992
-6.113333,2.696667,0.134014
-6.106667,2.600000,0.080526
-6.106667,2.603333,0.081284
-6.106667,2.606667,0.082187
