p1,p2,x1,x2,time
1.22063,-2.06646,0.416321,-0.701828,1.20215
1.21371,-2.07655,0.410425,-0.720382,1.21045
1.20682,-2.08658,0.404375,-0.738988,1.21874
1.19996,-2.09656,0.398171,-0.757646,1.22703
1.19311,-2.10648,0.391812,-0.776356,1.23532
1.1863,-2.11634,0.385298,-0.795116,1.24361
1.1795,-2.12615,0.378628,-0.813926,1.2519
1.17273,-2.1359,0.371802,-0.832786,1.26019
1.16598,-2.14559,0.364819,-0.851695,1.26848
1.15926,-2.15523,0.357679,-0.870653,1.27677
1.15256,-2.16482,0.350382,-0.88966,1.28506
1.14589,-2.17434,0.342927,-0.908713,1.29335
1.13924,-2.18382,0.335314,-0.927814,1.30164
1.13261,-2.19324,0.327543,-0.946962,1.30993
1.12601,-2.2026,0.319612,-0.966156,1.31823
1.11944,-2.21191,0.311522,-0.985396,1.32652
1.11289,-2.22116,0.303273,-1.00468,1.33481
1.10637,-2.23036,0.294863,-1.02401,1.3431
1.09987,-2.23951,0.286293,-1.04338,1.35139
1.0934,-2.2486,0.277562,-1.0628,1.35968
1.08695,-2.25764,0.26867,-1.08226,1.36797
1.08053,-2.26662,0.259617,-1.10177,1.37626
1.07413,-2.27555,0.250401,-1.12132,1.38455
1.06776,-2.28443,0.241024,-1.14091,1.39284
1.06141,-2.29326,0.231483,-1.16054,1.40113
1.05509,-2.30203,0.22178,-1.18021,1.40942
1.0488,-2.31075,0.211914,-1.19992,1.41771
1.04253,-2.31942,0.201883,-1.21968,1.426
1.03629,-2.32804,0.191689,-1.23947,1.4343
1.03007,-2.3366,0.181331,-1.25931,1.44259
1.02388,-2.34512,0.170808,-1.27918,1.45088
1.01772,-2.35358,0.16012,-1.29909,1.45917
1.01158,-2.36199,0.149267,-1.31904,1.46746
1.00547,-2.37036,0.138249,-1.33903,1.47575
0.999378,-2.37867,0.127064,-1.35906,1.48404
0.993316,-2.38693,0.115713,-1.37912,1.49233
0.98728,-2.39514,0.104196,-1.39922,1.50062
0.98127,-2.4033,0.0925122,-1.41936,1.50891
0.975286,-2.41141,0.0806611,-1.43953,1.5172
0.969327,-2.41947,0.0686426,-1.45974,1.52549
0.963394,-2.42748,0.0564563,-1.47999,1.53378
0.957487,-2.43544,0.0441021,-1.50027,1.54207
0.951605,-2.44336,0.0315796,-1.52059,1.55037
0.945749,-2.45122,0.0188885,-1.54094,1.55866
0.939919,-2.45904,0.00602855,-1.56132,1.56695
0.937221,-2.46265,3.55487e-08,-1.5708,1.5708
