p1,p2,x1,x2,time
1.39328,-1.44016,0.557273,0.117588,0.802507
1.37922,-1.45373,0.558328,0.0980034,0.812294
1.36502,-1.46715,0.55919,0.0782782,0.82208
1.35069,-1.48044,0.559859,0.0584156,0.831867
1.33624,-1.49359,0.560333,0.0384191,0.841654
1.32166,-1.5066,0.560611,0.0182917,0.85144
1.30696,-1.51946,0.560691,-0.00196301,0.861227
1.29214,-1.53218,0.560572,-0.0223418,0.871014
1.2772,-1.54475,0.560253,-0.0428414,0.8808
1.26214,-1.55718,0.559733,-0.0634583,0.890587
1.24696,-1.56945,0.559011,-0.084189,0.900374
1.23167,-1.58158,0.558085,-0.10503,0.91016
1.21626,-1.59356,0.556955,-0.125979,0.919947
1.20074,-1.60539,0.555619,-0.14703,0.929734
1.18511,-1.61706,0.554076,-0.168182,0.93952
1.16936,-1.62859,0.552327,-0.189431,0.949307
1.15351,-1.63995,0.550368,-0.210772,0.959094
1.13756,-1.65116,0.548201,-0.232203,0.96888
1.1215,-1.66222,0.545823,-0.25372,0.978667
1.10533,-1.67311,0.543234,-0.27532,0.988454
1.08907,-1.68385,0.540434,-0.296998,0.99824
1.0727,-1.69443,0.537421,-0.318751,1.00803
1.05623,-1.70485,0.534195,-0.340575,1.01781
1.03967,-1.7151,0.530754,-0.362468,1.0276
1.02301,-1.7252,0.5271,-0.384425,1.03739
1.00626,-1.73513,0.52323,-0.406442,1.04717
0.989421,-1.74489,0.519144,-0.428516,1.05696
0.972489,-1.75449,0.514842,-0.450643,1.06675
0.955467,-1.76393,0.510323,-0.47282,1.07653
0.938359,-1.7732,0.505587,-0.495042,1.08632
0.921165,-1.78229,0.500634,-0.517306,1.09611
0.903888,-1.79123,0.495462,-0.539609,1.10589
0.886529,-1.79999,0.490072,-0.561946,1.11568
0.86909,-1.80858,0.484462,-0.584314,1.12547
0.851572,-1.817,0.478634,-0.606709,1.13525
0.833978,-1.82525,0.472587,-0.629127,1.14504
0.816309,-1.83332,0.46632,-0.651564,1.15483
0.798567,-1.84122,0.459834,-0.674017,1.16461
0.780753,-1.84895,0.453127,-0.696482,1.1744
0.76287,-1.8565,0.446201,-0.718954,1.18419
0.744918,-1.86388,0.439055,-0.741431,1.19397
0.726901,-1.87108,0.431689,-0.763908,1.20376
0.708819,-1.87811,0.424103,-0.786382,1.21355
0.690674,-1.88496,0.416297,-0.808849,1.22333
0.672468,-1.89163,0.408271,-0.831304,1.23312
0.654204,-1.89812,0.400026,-0.853744,1.24291
0.635881,-1.90443,0.39156,-0.876166,1.25269
0.617504,-1.91057,0.382876,-0.898565,1.26248
0.599073,-1.91652,0.373973,-0.920938,1.27227
0.580589,-1.92229,0.36485,-0.94328,1.28205
0.562056,-1.92788,0.35551,-0.965588,1.29184
0.543474,-1.93329,0.345951,-0.987858,1.30163
0.524846,-1.93852,0.336174,-1.01009,1.31141
0.506173,-1.94357,0.32618,-1.03227,1.3212
0.487457,-1.94843,0.315969,-1.0544,1.33099
0.4687,-1.95311,0.305542,-1.07648,1.34077
0.449904,-1.9576,0.294899,-1.0985,1.35056
0.43107,-1.96191,0.284041,-1.12047,1.36035
0.412201,-1.96604,0.272968,-1.14236,1.37013
0.393298,-1.96998,0.261681,-1.16419,1.37992
0.374363,-1.97374,0.250181,-1.18595,1.38971
0.355398,-1.97731,0.238469,-1.20763,1.39949
0.336405,-1.98069,0.226544,-1.22923,1.40928
0.317385,-1.98389,0.214409,-1.25074,1.41907
0.29834,-1.98691,0.202063,-1.27217,1.42885
0.279273,-1.98973,0.189508,-1.29351,1.43864
0.260185,-1.99237,0.176745,-1.31475,1.44843
0.241078,-1.99483,0.163775,-1.33589,1.45821
0.221953,-1.99709,0.150598,-1.35693,1.468
0.202813,-1.99917,0.137215,-1.37787,1.47779
0.18366,-2.00106,0.123629,-1.39869,1.48757
0.164494,-2.00276,0.109839,-1.4194,1.49736
0.145319,-2.00428,0.0958467,-1.43999,1.50715
0.126136,-2.00561,0.0816537,-1.46046,1.51693
0.106946,-2.00675,0.067261,-1.48081,1.52672
0.0877522,-2.0077,0.0526697,-1.50103,1.53651
0.0685557,-2.00847,0.0378813,-1.52111,1.54629
0.0493584,-2.00904,0.0228969,-1.54106,1.55608
0.0301622,-2.00943,0.00771799,-1.56087,1.56587
0.0204952,-2.00956,-4.3219e-08,-1.5708,1.5708
