1.000000 0.000000 0.000000
0.999949 -0.010082 0.010082
0.999815 -0.019210 0.019211
0.999562 -0.029579 0.029584
0.999165 -0.040867 0.040878
0.998600 -0.052888 0.052912
0.997851 -0.065520 0.065566
0.996900 -0.078676 0.078756
0.995732 -0.092289 0.092419
0.994334 -0.106307 0.106505
0.992691 -0.120687 0.120976
0.990793 -0.135391 0.135799
0.988629 -0.150388 0.150948
0.986187 -0.165651 0.166399
0.983459 -0.181154 0.182132
0.980434 -0.196877 0.198133
0.977105 -0.212798 0.214384
0.973463 -0.228899 0.230875
0.969501 -0.245163 0.247593
0.965209 -0.261574 0.264529
0.960583 -0.278116 0.281673
0.955614 -0.294777 0.299019
0.950296 -0.311541 0.316560
0.944624 -0.328397 0.334289
0.938590 -0.345332 0.352201
0.932189 -0.362334 0.370291
0.925415 -0.379392 0.388555
0.918263 -0.396494 0.406991
0.910727 -0.413630 0.425594
0.902803 -0.430790 0.444363
0.894484 -0.447964 0.463294
0.885767 -0.465140 0.482387
0.876646 -0.482310 0.501639
0.867117 -0.499464 0.521051
0.857175 -0.516592 0.540621
0.846814 -0.533685 0.560350
0.836032 -0.550733 0.580236
0.824821 -0.567728 0.600281
0.813179 -0.584659 0.620486
0.801101 -0.601518 0.640851
0.788581 -0.618296 0.661378
0.775614 -0.634982 0.682069
0.762197 -0.651568 0.702926
0.748324 -0.668045 0.723952
0.733989 -0.684402 0.745149
0.719188 -0.700630 0.766522
0.703915 -0.716720 0.788073
0.688163 -0.732660 0.809808
0.671928 -0.748442 0.831731
0.655201 -0.764055 0.853847
0.637978 -0.779487 0.876164
0.620249 -0.794729 0.898687
0.602007 -0.809768 0.921424
0.583243 -0.824593 0.944385
0.563949 -0.839191 0.967578
0.544112 -0.853551 0.991014
0.524155 -0.867366 1.014206
0.504126 -0.880622 1.037122
0.484052 -0.893322 1.059754
0.463957 -0.905470 1.082095
0.443867 -0.917072 1.104141
0.423806 -0.928134 1.125884
0.403798 -0.938662 1.147319
0.383866 -0.948665 1.168441
0.364032 -0.958151 1.189243
0.344318 -0.967128 1.209721
0.324746 -0.975607 1.229870
0.305336 -0.983597 1.249683
0.286111 -0.991110 1.269154
0.267089 -0.998156 1.288278
0.248291 -1.004748 1.307048
0.229739 -1.010897 1.325455
0.211453 -1.016616 1.343493
0.193455 -1.021917 1.361150
0.175768 -1.026813 1.378417
0.158414 -1.031317 1.395279
0.141421 -1.035444 1.411723
0.124816 -1.039206 1.427730
0.108632 -1.042617 1.443279
0.092904 -1.045692 1.458341
0.077675 -1.048444 1.472885
0.063000 -1.050888 1.486866
0.048945 -1.053037 1.500227
0.035600 -1.054904 1.512888
0.023097 -1.056501 1.524731
0.011648 -1.057833 1.535561
0.004898 -1.058561 1.541940
-0.003472 -1.059404 1.549843
-0.011279 -1.060130 1.557210
-0.021150 -1.060966 1.566518
-0.032334 -1.061802 1.577054
-0.044491 -1.062576 1.588500
-0.057429 -1.063246 1.600671
-0.071018 -1.063779 1.613449
-0.085166 -1.064147 1.626746
-0.099802 -1.064326 1.640499
-0.114870 -1.064296 1.654656
-0.130324 -1.064037 1.669177
-0.146123 -1.063534 1.684029
-0.162235 -1.062771 1.699183
-0.178628 -1.061732 1.714616
-0.195277 -1.060405 1.730306
-0.212158 -1.058778 1.746237
-0.229247 -1.056838 1.762392
-0.246526 -1.054575 1.778759
-0.263974 -1.051977 1.795324
-0.281575 -1.049036 1.812079
-0.299312 -1.045742 1.829013
-0.317169 -1.042085 1.846118
-0.335131 -1.038058 1.863387
-0.353184 -1.033651 1.880815
-0.371314 -1.028858 1.898395
-0.389508 -1.023670 1.916123
-0.407753 -1.018080 1.933994
-0.426037 -1.012082 1.952006
-0.444347 -1.005667 1.970155
-0.462673 -0.998831 1.988438
-0.481002 -0.991566 2.006855
-0.499323 -0.983866 2.025404
-0.517625 -0.975724 2.044083
-0.535898 -0.967136 2.062893
-0.554131 -0.958095 2.081833
-0.572313 -0.948595 2.100904
-0.590433 -0.938630 2.120106
-0.608482 -0.928195 2.139442
-0.626448 -0.917285 2.158912
-0.644322 -0.905892 2.178519
-0.662093 -0.894012 2.198265
-0.679751 -0.881639 2.218153
-0.697286 -0.868767 2.238187
-0.714686 -0.855390 2.258370
-0.731942 -0.841502 2.278707
-0.749043 -0.827097 2.299204
-0.765978 -0.812167 2.319865
-0.782736 -0.796707 2.340696
-0.799306 -0.780708 2.361705
-0.815678 -0.764163 2.382898
-0.831838 -0.747065 2.404285
-0.847777 -0.729403 2.425874
-0.863481 -0.711169 2.447675
-0.878938 -0.692353 2.469700
-0.894134 -0.672942 2.491961
-0.909058 -0.652925 2.514471
-0.923695 -0.632288 2.537247
-0.938030 -0.611014 2.560305
-0.951862 -0.589385 2.583350
-0.965035 -0.567668 2.606120
-0.977556 -0.545897 2.628605
-0.989431 -0.524105 2.650802
-1.000673 -0.502321 2.672705
-1.011291 -0.480573 2.694310
-1.021298 -0.458889 2.715613
-1.030707 -0.437296 2.736609
-1.039532 -0.415818 2.757297
-1.047787 -0.394479 2.777672
-1.055488 -0.373301 2.797732
-1.062650 -0.352307 2.817473
-1.069290 -0.331516 2.836891
-1.075423 -0.310950 2.855983
-1.081067 -0.290627 2.874745
-1.086237 -0.270568 2.893172
-1.090952 -0.250792 2.911258
-1.095228 -0.231319 2.928997
-1.099083 -0.212167 2.946380
-1.102534 -0.193359 2.963399
-1.105598 -0.174916 2.980043
-1.108295 -0.156862 2.996297
-1.110642 -0.139222 3.012148
-1.112657 -0.122025 3.027574
-1.114359 -0.105306 3.042553
-1.115769 -0.089101 3.057054
-1.116906 -0.073460 3.071040
-1.117791 -0.058441 3.084461
-1.118447 -0.044124 3.097251
-1.118897 -0.030617 3.109315
-1.119170 -0.018088 3.120505
-1.119295 -0.006833 3.130558
-1.119313 0.002413 3.138818
-1.119272 0.009909 3.145516
-1.119140 0.019837 3.154390
